accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
1; 0; 0; 1; 533; 240.944
0; 0; 4; 0; 321; 241.522
0; 0; 1; 0; 321; 241.522
0; 0; 5; 0; 52; 241.004
0; 0; 1; 0; 234; 234.592
0; 0; 4; 0; 787; 240.057
1; 0; 0; 1; 603; 237.735
0; 4; 0; 0; 731; 241.168
0; 0; 3; 0; 277; 245.682
0; 5; 0; 0; 277; 245.682
0; 3; 0; 0; 277; 245.682
0; 0; 3; 0; 277; 245.682
0; 2; 0; 0; 277; 245.682
0; 5; 0; 0; 277; 245.682
0; 0; 1; 0; 277; 245.682
0; 0; 2; 0; 321; 245.074
0; 1; 0; 0; 321; 245.074
0; 0; 5; 0; 321; 245.074
1; 0; 0; 1; 321; 245.074
0; 4; 0; 0; 321; 245.074
0; 4; 0; 0; 51; 234.195
0; 2; 0; 0; 593; 238.691
0; 1; 0; 0; 719; 241.606
0; 0; 3; 0; 480; 246.249
0; 2; 0; 0; 480; 246.249
0; 0; 4; 0; 480; 246.249
0; 0; 4; 0; 480; 246.249
0; 5; 0; 0; 480; 246.249
0; 2; 0; 0; 480; 246.249
0; 2; 0; 0; 480; 246.249
0; 0; 3; 0; 480; 246.249
0; 0; 2; 0; 480; 246.436
0; 5; 0; 0; 480; 246.436
0; 5; 0; 0; 480; 246.436
0; 0; 2; 0; 480; 246.436
1; 0; 0; 1; 480; 246.436
0; 5; 0; 0; 480; 246.436
0; 3; 0; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 4; 0; 0; 480; 246.436
0; 3; 0; 0; 480; 246.436
0; 0; 4; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 0; 5; 0; 480; 246.436
0; 5; 0; 0; 480; 246.436
0; 2; 0; 0; 480; 246.436
0; 2; 0; 0; 480; 246.436
0; 0; 1; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 5; 0; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 1; 0; 0; 480; 246.436
0; 1; 0; 0; 480; 246.436
0; 0; 3; 0; 480; 246.436
0; 2; 0; 0; 480; 246.436
0; 0; 5; 0; 480; 246.436
0; 1; 0; 0; 480; 246.436
0; 2; 0; 0; 480; 245.755
0; 0; 5; 0; 480; 246.002
0; 0; 5; 0; 480; 246.002
0; 5; 0; 0; 480; 246.002
0; 0; 2; 0; 480; 246.002
0; 0; 2; 0; 480; 246.002
1; 0; 0; 1; 480; 246.002
0; 1; 0; 0; 480; 246.002
0; 4; 0; 0; 480; 246.002
1; 0; 0; 1; 480; 246.002
0; 4; 0; 0; 480; 246.002
0; 5; 0; 0; 480; 246.002
0; 1; 0; 0; 480; 246.002
0; 0; 4; 0; 480; 246.002
0; 0; 5; 0; 480; 246.002
0; 3; 0; 0; 480; 246.002
0; 0; 5; 0; 480; 246.002
0; 3; 0; 0; 480; 246.002
0; 4; 0; 0; 480; 246.002
0; 0; 2; 0; 480; 246.002
1; 0; 0; 1; 480; 246.002
0; 0; 2; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 0; 5; 0; 480; 245.809
0; 0; 4; 0; 480; 245.809
0; 2; 0; 0; 480; 245.809
0; 5; 0; 0; 480; 245.809
0; 4; 0; 0; 480; 245.809
0; 5; 0; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 4; 0; 0; 480; 245.809
0; 3; 0; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 0; 5; 0; 480; 245.809
0; 1; 0; 0; 480; 245.809
0; 5; 0; 0; 480; 245.809
0; 0; 5; 0; 480; 245.809
1; 0; 0; 1; 480; 245.809
0; 0; 4; 0; 480; 245.809
0; 0; 3; 0; 480; 245.809
0; 0; 4; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 4; 0; 0; 480; 245.809
0; 0; 5; 0; 480; 245.809
0; 4; 0; 0; 480; 245.809
0; 3; 0; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 0; 3; 0; 480; 245.809
0; 2; 0; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 3; 0; 0; 480; 245.809
0; 5; 0; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 0; 4; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 0; 5; 0; 480; 245.809
0; 2; 0; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 2; 0; 0; 480; 245.809
0; 0; 4; 0; 480; 245.809
0; 2; 0; 0; 480; 245.809
0; 5; 0; 0; 480; 245.809
0; 0; 3; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 1; 0; 0; 480; 245.809
0; 0; 1; 0; 480; 245.809
0; 0; 2; 0; 480; 245.809
0; 4; 0; 0; 480; 245.809
0; 0; 3; 0; 171; 242.198
0; 2; 0; 0; 480; 246.376
0; 0; 1; 0; 480; 246.376
0; 0; 3; 0; 480; 246.376
0; 0; 2; 0; 480; 246.376
0; 0; 1; 0; 480; 246.376
0; 4; 0; 0; 480; 246.376
0; 0; 1; 0; 480; 246.376
0; 5; 0; 0; 480; 246.376
0; 4; 0; 0; 480; 246.376
0; 4; 0; 0; 480; 246.376
0; 0; 3; 0; 480; 246.376
0; 5; 0; 0; 480; 246.376
0; 0; 4; 0; 480; 246.376
0; 0; 2; 0; 480; 246.376
1; 0; 0; 1; 480; 246.376
0; 4; 0; 0; 215; 243.143
0; 3; 0; 0; 215; 243.143
0; 0; 2; 0; 215; 243.143
0; 2; 0; 0; 52; 243.154
0; 5; 0; 0; 108; 239.573
0; 0; 3; 0; 480; 243.507
0; 4; 0; 0; 480; 243.507
0; 0; 4; 0; 52; 244.203
1; 0; 0; 1; 52; 244.203
0; 0; 2; 0; 52; 244.203
0; 0; 4; 0; 52; 244.203
0; 0; 2; 0; 52; 245.417
0; 0; 3; 0; 52; 245.417
0; 0; 5; 0; 52; 245.417
0; 0; 4; 0; 52; 245.417
0; 0; 5; 0; 52; 245.417
0; 1; 0; 0; 52; 245.417
0; 0; 2; 0; 52; 245.417
0; 5; 0; 0; 52; 245.417
0; 3; 0; 0; 277; 242.371
0; 0; 3; 0; 277; 242.371
0; 2; 0; 0; 277; 242.371
0; 0; 3; 0; 277; 242.371
0; 0; 5; 0; 277; 242.371
0; 3; 0; 0; 277; 242.371
0; 1; 0; 0; 388; 239.091
0; 0; 3; 0; 796; 238.452
1; 0; 0; 1; 787; 238.899
0; 0; 3; 0; 787; 238.899
0; 0; 5; 0; 370; 238.911
0; 0; 2; 0; 370; 238.911
0; 0; 1; 0; 836; 235.322
1; 0; 0; 1; 370; 234.364
0; 5; 0; 0; 855; 228.645
0; 5; 0; 0; 191; 231.281
1; 0; 1; 0; 687; 235.592
1; 0; 0; 1; 607; 235.751
0; 0; 5; 0; 147; 234.187
0; 0; 3; 0; 277; 236.556
0; 0; 1; 0; 461; 229.341
0; 2; 0; 0; 991; 226.145
0; 0; 2; 0; 616; 220.365
0; 4; 0; 0; 752; 223.375
0; 0; 1; 0; 597; 216.838
0; 0; 1; 0; 538; 221.965
0; 0; 5; 0; 243; 220.373
0; 0; 5; 0; 243; 220.373
0; 5; 0; 0; 243; 220.373
0; 5; 0; 0; 243; 220.373
0; 2; 0; 0; 38; 222.935
0; 5; 0; 0; 169; 225.402
0; 3; 0; 0; 633; 224.836
0; 0; 2; 0; 633; 224.836
0; 0; 3; 0; 677; 228.658
0; 0; 3; 0; 166; 224.81
0; 5; 0; 0; 460; 222.949
0; 2; 0; 0; 460; 222.949
0; 0; 1; 0; 169; 226.462
