accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
0; 0; 5; 0; 261; 232.802
0; 1; 0; 0; 261; 233.242
0; 0; 1; 0; 453; 235.842
0; 3; 0; 0; 923; 234.216
0; 4; 0; 0; 264; 232.261
0; 0; 5; 0; 264; 232.261
0; 2; 0; 0; 860; 232.363
0; 1; 0; 0; 860; 232.363
0; 1; 0; 0; 860; 232.363
0; 3; 0; 0; 860; 232.363
0; 1; 0; 0; 923; 231.055
0; 5; 0; 0; 473; 228.751
0; 3; 0; 0; 630; 245.588
0; 0; 4; 0; 630; 245.588
0; 0; 4; 0; 630; 245.588
0; 4; 0; 0; 630; 245.588
0; 4; 0; 0; 630; 245.588
0; 5; 0; 0; 630; 245.588
0; 2; 0; 0; 630; 245.588
0; 0; 4; 0; 630; 245.588
0; 4; 0; 0; 630; 245.588
0; 0; 5; 0; 630; 245.588
0; 0; 3; 0; 630; 245.588
0; 1; 0; 0; 630; 245.588
0; 0; 4; 0; 630; 245.588
0; 2; 0; 0; 630; 245.681
0; 0; 5; 0; 630; 245.681
0; 0; 1; 0; 630; 245.681
1; 0; 0; 1; 939; 239.855
0; 0; 5; 0; 744; 236.658
0; 2; 0; 0; 111; 241.571
0; 1; 0; 0; 111; 241.571
0; 5; 0; 0; 111; 241.571
0; 0; 4; 0; 111; 241.571
0; 0; 4; 0; 111; 241.571
0; 1; 0; 0; 410; 238.963
0; 4; 0; 0; 670; 235.428
0; 2; 0; 0; 25; 240.982
0; 0; 3; 0; 314; 233.714
0; 0; 1; 0; 314; 233.714
0; 0; 2; 0; 18; 232.535
0; 4; 0; 0; 18; 232.535
0; 4; 0; 0; 78; 231.31
0; 5; 0; 0; 860; 231.077
1; 0; 0; 1; 532; 234.102
0; 1; 0; 0; 532; 235.129
0; 3; 0; 0; 261; 240.556
0; 5; 0; 0; 261; 240.348
0; 0; 1; 0; 261; 240.348
0; 0; 5; 0; 261; 240.348
1; 0; 0; 1; 419; 232.32
0; 0; 3; 0; 630; 236.389
0; 0; 3; 0; 204; 236.305
0; 1; 0; 0; 532; 236.816
0; 0; 4; 0; 506; 239.575
1; 1; 0; 0; 125; 236.865
0; 0; 2; 0; 138; 237.259
1; 0; 0; 1; 138; 237.259
0; 5; 0; 0; 261; 237.466
0; 5; 0; 0; 261; 237.466
0; 2; 0; 0; 111; 235.742
0; 0; 5; 0; 111; 235.742
0; 0; 5; 0; 966; 231.98
0; 0; 2; 0; 911; 235.152
0; 1; 0; 0; 589; 234.302
0; 1; 0; 0; 669; 235.776
0; 0; 5; 0; 669; 234.86
0; 5; 0; 0; 125; 234.932
0; 5; 0; 0; 344; 229.839
0; 0; 5; 0; 221; 224.162
0; 3; 0; 0; 84; 227.444
0; 0; 3; 0; 902; 234.325
0; 2; 0; 0; 191; 235.393
1; 0; 0; 1; 964; 233.658
0; 0; 1; 0; 964; 233.658
0; 1; 0; 0; 670; 232.784
1; 1; 0; 0; 592; 231.138
0; 0; 3; 0; 574; 234.608
1; 0; 0; 1; 630; 241.109
0; 3; 0; 0; 630; 241.109
0; 0; 3; 0; 630; 241.109
0; 5; 0; 0; 630; 241.109
0; 0; 2; 0; 630; 241.109
0; 3; 0; 0; 630; 241.109
0; 0; 3; 0; 942; 233.571
0; 2; 0; 0; 708; 227.329
0; 1; 0; 0; 26; 226.166
1; 0; 4; 0; 300; 224.491
0; 5; 0; 0; 783; 227.398
0; 0; 2; 0; 606; 234.994
0; 0; 1; 0; 410; 234.756
0; 0; 3; 0; 314; 240.239
0; 2; 0; 0; 473; 241.459
0; 0; 5; 0; 805; 239.421
0; 4; 0; 0; 443; 233.775
0; 2; 0; 0; 847; 235.919
0; 4; 0; 0; 923; 234.157
0; 0; 2; 0; 923; 234.157
1; 0; 0; 1; 932; 237.622
0; 0; 4; 0; 583; 232.529
0; 3; 0; 0; 797; 232.958
0; 5; 0; 0; 409; 232.526
0; 0; 4; 0; 685; 234.388
0; 1; 0; 0; 828; 233.657
0; 5; 0; 0; 484; 228.17
0; 1; 0; 0; 161; 224.858
0; 1; 0; 0; 227; 224.906
1; 0; 0; 1; 539; 224.038
0; 3; 0; 0; 258; 222.904
0; 0; 3; 0; 878; 220.694
0; 0; 3; 0; 277; 225.94
0; 5; 0; 0; 258; 224.625
0; 2; 0; 0; 836; 225.124
0; 5; 0; 0; 782; 222.932
0; 2; 0; 0; 15; 220.933
0; 0; 5; 0; 519; 220.33
0; 5; 0; 0; 764; 217.623
0; 2; 0; 0; 892; 215.857
0; 0; 5; 0; 277; 221.712
0; 0; 5; 0; 277; 221.712
0; 0; 4; 0; 277; 221.712
0; 4; 0; 0; 277; 221.712
0; 0; 4; 0; 273; 221.809
0; 0; 3; 0; 846; 228.605
0; 2; 0; 0; 728; 229.801
0; 0; 1; 0; 907; 229.868
0; 0; 2; 0; 998; 225.891
0; 5; 0; 0; 678; 226.56
0; 1; 0; 0; 124; 226.619
0; 0; 1; 0; 519; 224.088
0; 2; 0; 0; 907; 225.562
0; 1; 0; 0; 35; 229.405
1; 0; 0; 1; 394; 221.197
0; 2; 0; 0; 191; 223.663
0; 5; 0; 0; 957; 221.283
0; 0; 3; 0; 517; 227.771
0; 3; 0; 0; 391; 228.156
0; 4; 0; 0; 964; 223.199
0; 0; 2; 0; 996; 231.173
0; 0; 3; 0; 54; 233.433
0; 0; 3; 0; 473; 226.08
0; 0; 2; 0; 461; 232.171
0; 2; 0; 0; 780; 228.324
0; 0; 2; 0; 490; 235.379
0; 0; 4; 0; 904; 234.27
0; 0; 1; 0; 661; 233.623
0; 5; 0; 0; 939; 235.214
0; 4; 0; 0; 565; 223.292
0; 0; 2; 0; 57; 215.474
0; 4; 0; 0; 297; 210.601
0; 0; 3; 0; 243; 221.89
0; 0; 3; 0; 232; 220.659
0; 4; 0; 0; 664; 223.981
0; 1; 0; 0; 664; 223.981
0; 1; 0; 0; 432; 222.534
0; 0; 1; 0; 487; 223.282
0; 0; 4; 0; 925; 222.602
0; 5; 0; 0; 729; 231.343
0; 2; 0; 0; 494; 224.452
0; 0; 1; 0; 187; 225.904
0; 0; 3; 0; 854; 228.475
1; 0; 0; 1; 578; 223.205
1; 0; 0; 1; 931; 228.399
0; 4; 0; 0; 687; 226.876
