accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
0; 4; 0; 0; 749; 237.206
0; 0; 5; 0; 76; 240.194
0; 0; 4; 0; 630; 239.03
0; 0; 1; 0; 570; 240.032
0; 0; 3; 0; 802; 245.058
0; 4; 0; 0; 802; 245.058
0; 0; 2; 0; 378; 245.095
0; 5; 0; 0; 472; 237.227
0; 5; 0; 0; 209; 237.678
0; 0; 2; 0; 570; 236.234
0; 1; 0; 0; 26; 233.672
0; 0; 4; 0; 279; 234.838
0; 3; 0; 0; 473; 235.645
0; 5; 0; 0; 137; 237.492
0; 1; 0; 0; 69; 232.753
0; 0; 5; 0; 715; 237.45
0; 1; 0; 0; 674; 237.155
0; 2; 0; 0; 728; 236.914
0; 3; 0; 0; 688; 238.049
0; 4; 0; 0; 715; 242.896
0; 2; 0; 0; 97; 242.255
0; 0; 3; 0; 996; 248.532
1; 5; 0; 0; 778; 243.438
0; 4; 0; 0; 702; 245.073
0; 3; 0; 0; 702; 245.017
0; 3; 0; 0; 576; 242.104
0; 0; 1; 0; 757; 241.357
0; 0; 1; 0; 245; 246.278
0; 0; 4; 0; 237; 245.625
0; 1; 0; 0; 956; 246.448
0; 1; 0; 0; 80; 244.584
0; 5; 0; 0; 370; 248.102
0; 2; 0; 0; 874; 245.942
1; 5; 0; 0; 245; 240.538
1; 5; 0; 0; 874; 245.647
0; 3; 0; 0; 874; 245.647
0; 3; 0; 0; 349; 246.57
0; 1; 0; 0; 499; 239.945
0; 0; 3; 0; 349; 243.742
0; 0; 2; 0; 445; 241.401
1; 3; 0; 0; 718; 235.529
0; 5; 0; 0; 777; 239.384
0; 3; 0; 0; 833; 239.787
0; 1; 0; 0; 898; 242.154
1; 0; 0; 1; 732; 246.501
0; 4; 0; 0; 477; 247.004
0; 0; 5; 0; 576; 247.716
0; 0; 4; 0; 576; 247.716
0; 0; 3; 0; 452; 243.166
0; 0; 3; 0; 316; 243.706
0; 0; 2; 0; 778; 245.012
0; 1; 0; 0; 778; 245.012
0; 0; 3; 0; 778; 245.012
0; 2; 0; 0; 500; 239.5
0; 0; 1; 0; 778; 242.049
0; 5; 0; 0; 778; 242.049
0; 0; 4; 0; 417; 233.33
0; 4; 0; 0; 878; 230.797
0; 0; 5; 0; 810; 229.393
