accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
0; 0; 1; 0; 60; 322.135
0; 0; 1; 0; 60; 322.135
0; 4; 0; 0; 60; 322.135
0; 0; 3; 0; 60; 322.135
0; 1; 0; 0; 60; 322.135
0; 0; 5; 0; 60; 322.135
0; 0; 2; 0; 60; 322.135
0; 5; 0; 0; 60; 322.135
0; 0; 3; 0; 60; 322.135
0; 0; 5; 0; 60; 322.135
0; 3; 0; 0; 60; 322.135
0; 1; 0; 0; 60; 322.135
0; 0; 1; 0; 60; 322.135
0; 0; 5; 0; 60; 322.135
1; 0; 0; 1; 60; 322.135
0; 0; 2; 0; 60; 322.135
0; 4; 0; 0; 60; 322.135
1; 0; 0; 1; 60; 322.135
0; 2; 0; 0; 360; 317.085
0; 3; 0; 0; 360; 317.085
0; 0; 5; 0; 360; 317.085
0; 0; 4; 0; 360; 317.085
0; 2; 0; 0; 387; 316.894
0; 5; 0; 0; 455; 317.943
0; 5; 0; 0; 880; 324.461
0; 0; 1; 0; 880; 324.461
0; 4; 0; 0; 641; 321.812
0; 0; 4; 0; 641; 321.812
0; 3; 0; 0; 641; 321.812
0; 5; 0; 0; 641; 321.736
0; 3; 0; 0; 641; 321.736
0; 0; 4; 0; 641; 321.736
0; 0; 4; 0; 641; 321.736
0; 0; 5; 0; 880; 324.189
0; 0; 3; 0; 880; 324.189
0; 4; 0; 0; 880; 324.189
0; 3; 0; 0; 880; 324.189
1; 0; 0; 1; 880; 324.189
0; 1; 0; 0; 880; 324.189
0; 0; 1; 0; 880; 324.189
0; 0; 4; 0; 880; 324.189
0; 0; 3; 0; 880; 324.189
0; 3; 0; 0; 880; 324.189
0; 5; 0; 0; 880; 324.189
0; 4; 0; 0; 880; 324.189
0; 0; 1; 0; 880; 324.189
0; 4; 0; 0; 880; 324.189
0; 0; 2; 0; 880; 324.189
0; 4; 0; 0; 880; 324.189
0; 0; 5; 0; 880; 324.189
0; 4; 0; 0; 880; 324.189
0; 2; 0; 0; 880; 324.189
0; 0; 2; 0; 880; 324.189
0; 0; 5; 0; 880; 324.189
0; 1; 0; 0; 880; 324.189
0; 4; 0; 0; 880; 324.94
0; 0; 4; 0; 880; 324.94
0; 0; 4; 0; 880; 324.94
0; 4; 0; 0; 880; 324.94
0; 0; 5; 0; 880; 324.94
0; 0; 4; 0; 880; 324.94
0; 3; 0; 0; 880; 324.94
0; 5; 0; 0; 880; 324.94
0; 0; 4; 0; 641; 321.054
0; 0; 5; 0; 641; 321.054
0; 0; 5; 0; 641; 321.054
0; 0; 3; 0; 641; 321.054
0; 4; 0; 0; 641; 321.054
0; 1; 0; 0; 641; 321.054
