accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
0; 0; 2; 0; 149; -11.6176
0; 0; 3; 0; 314; -11.2841
0; 0; 5; 0; 576; -13.0852
1; 0; 0; 1; 492; -14.9903
0; 3; 0; 0; 362; -18.009
1; 0; 1; 0; 636; -20.3726
0; 5; 0; 0; 670; -21.1265
0; 0; 2; 0; 245; -15.4032
0; 1; 0; 0; 206; -6.92889
0; 0; 3; 0; 206; -6.92889
0; 3; 0; 0; 206; -6.92889
0; 1; 0; 0; 27; -15.0453
0; 0; 2; 0; 278; -13.0271
0; 0; 1; 0; 274; -11.8296
0; 0; 5; 0; 422; -12.567
0; 0; 1; 0; 962; -16.612
0; 1; 0; 0; 941; -19.9224
0; 0; 3; 0; 206; -17.0345
0; 3; 0; 0; 128; -24.9753
0; 5; 0; 0; 19; -14.2197
0; 1; 0; 0; 13; -14.8254
0; 0; 3; 0; 368; -12.661
0; 0; 3; 0; 86; -10.6112
0; 0; 1; 0; 42; -10.0074
0; 0; 4; 0; 696; -11.68
0; 0; 5; 0; 521; -14.8705
0; 4; 0; 0; 375; -10.3816
0; 0; 1; 0; 375; -10.3816
0; 0; 1; 0; 958; -8.70028
1; 0; 0; 1; 958; -8.70028
0; 2; 0; 0; 958; -8.70028
0; 0; 5; 0; 958; -8.69834
0; 1; 0; 0; 958; -8.69834
0; 1; 0; 0; 958; -8.69834
0; 0; 1; 0; 958; -8.69834
0; 0; 3; 0; 958; -8.69834
0; 4; 0; 0; 958; -8.69834
0; 1; 0; 0; 958; -8.69834
0; 0; 1; 0; 958; -8.69834
0; 2; 0; 0; 375; -9.96089
0; 4; 0; 0; 375; -9.96089
1; 0; 0; 1; 375; -9.96089
0; 1; 0; 0; 375; -9.96089
0; 3; 0; 0; 375; -9.96089
1; 0; 0; 1; 375; -9.96089
0; 5; 0; 0; 375; -9.96089
1; 0; 0; 1; 375; -9.96089
0; 4; 0; 0; 994; -10.9874
0; 0; 3; 0; 252; -9.94664
0; 5; 0; 0; 42; -9.57378
0; 4; 0; 0; 42; -9.57378
0; 0; 3; 0; 42; -9.57378
0; 0; 3; 0; 42; -9.57378
0; 0; 2; 0; 42; -9.57378
0; 0; 2; 0; 42; -9.57378
0; 3; 0; 0; 42; -9.57378
0; 0; 5; 0; 42; -9.57378
0; 0; 5; 0; 42; -9.57378
0; 5; 0; 0; 42; -9.57378
0; 0; 4; 0; 42; -9.57378
0; 0; 1; 0; 362; -13.7731
0; 0; 2; 0; 689; -14.1352
0; 0; 4; 0; 292; -6.45388
0; 0; 5; 0; 919; -5.08344
0; 1; 0; 0; 205; -7.14868
0; 3; 0; 0; 245; -3.22612
0; 0; 3; 0; 245; -3.22612
0; 4; 0; 0; 245; -3.22612
1; 0; 0; 1; 245; -3.22612
0; 0; 5; 0; 245; -3.22612
0; 2; 0; 0; 245; -3.22612
0; 0; 1; 0; 245; -3.22612
0; 0; 3; 0; 245; -2.70427
0; 0; 2; 0; 245; -2.70427
0; 0; 1; 0; 245; -2.70427
0; 0; 4; 0; 245; -2.70427
0; 4; 0; 0; 245; -2.70427
0; 1; 0; 0; 245; -2.70427
0; 0; 1; 0; 245; -2.70427
0; 1; 0; 0; 245; -2.70427
0; 2; 0; 0; 61; -14.6075
1; 0; 0; 1; 632; -7.98576
0; 0; 5; 0; 306; -11.0603
0; 0; 4; 0; 480; -16.4079
0; 0; 4; 0; 9; -9.87754
1; 5; 0; 0; 205; -16.2586
0; 0; 1; 0; 280; -17.7531
1; 3; 0; 0; 181; -21.1439
0; 0; 3; 0; 447; -16.9997
0; 1; 0; 0; 225; -20.0793
0; 0; 4; 0; 592; -14.6197
0; 0; 5; 0; 567; -9.30733
0; 0; 1; 0; 678; -3.24033
1; 5; 0; 0; 32; -16.6204
0; 2; 0; 0; 547; -11.6679
0; 0; 1; 0; 150; -12.7971
0; 2; 0; 0; 86; -9.86798
0; 0; 5; 0; 628; -9.97384
0; 0; 4; 0; 521; -13.633
1; 0; 0; 1; 19; -12.4869
0; 2; 0; 0; 19; -12.4869
0; 1; 0; 0; 211; -12.5897
0; 0; 2; 0; 435; -14.8278
1; 0; 2; 0; 599; -18.8649
0; 5; 0; 0; 245; -18.2006
0; 3; 0; 0; 245; -18.2006
0; 1; 0; 0; 987; -15.078
0; 3; 0; 0; 292; -10.0941
0; 0; 5; 0; 245; -8.06107
0; 5; 0; 0; 245; -8.06107
0; 0; 5; 0; 245; -8.06107
0; 4; 0; 0; 451; -9.04281
0; 3; 0; 0; 451; -9.04281
0; 3; 0; 0; 622; -10.5578
1; 0; 2; 0; 636; -23.4712
0; 0; 5; 0; 964; -23.3484
0; 4; 0; 0; 822; -9.81771
0; 0; 5; 0; 73; -12.1338
1; 0; 3; 0; 905; -17.9467
1; 0; 2; 0; 53; -13.5624
0; 0; 1; 0; 405; -11.1591
0; 0; 2; 0; 65; -16.7065
0; 0; 5; 0; 295; -5.73302
0; 0; 5; 0; 216; -6.192
0; 1; 0; 0; 206; -3.96078
0; 0; 3; 0; 206; -3.96078
0; 5; 0; 0; 468; -6.50509
0; 2; 0; 0; 562; -8.58388
0; 0; 1; 0; 385; -11.2269
1; 0; 0; 1; 540; -15.4012
0; 4; 0; 0; 354; -13.2889
0; 0; 4; 0; 150; -6.87933
0; 0; 3; 0; 340; -6.57992
0; 5; 0; 0; 468; -6.59788
0; 0; 3; 0; 562; -8.09201
0; 5; 0; 0; 632; -10.7693
0; 4; 0; 0; 274; -5.85287
0; 3; 0; 0; 274; -5.85287
0; 0; 5; 0; 42; -7.75448
1; 0; 0; 1; 42; -7.75448
0; 3; 0; 0; 532; -8.60866
0; 0; 3; 0; 206; -6.29598
0; 5; 0; 0; 206; -6.29598
0; 5; 0; 0; 206; -6.29598
0; 4; 0; 0; 206; -6.29598
0; 0; 5; 0; 206; -5.73802
0; 0; 3; 0; 206; -5.73802
0; 0; 1; 0; 150; -12.8267
0; 0; 5; 0; 245; -6.778
0; 2; 0; 0; 245; -6.778
0; 1; 0; 0; 245; -6.778
0; 2; 0; 0; 86; -6.585
1; 3; 0; 0; 77; -9.32525
0; 0; 3; 0; 435; -4.6721
0; 0; 4; 0; 205; -3.10282
0; 4; 0; 0; 205; -3.10282
0; 3; 0; 0; 216; -1.72574
0; 1; 0; 0; 27; -8.0686
0; 3; 0; 0; 314; -5.56676
0; 1; 0; 0; 375; -5.61735
1; 0; 0; 1; 958; -4.47702
0; 0; 4; 0; 958; -4.47702
0; 3; 0; 0; 958; -4.47702
0; 3; 0; 0; 958; -4.47702
0; 2; 0; 0; 816; -5.77303
0; 0; 2; 0; 523; -7.49072
0; 4; 0; 0; 205; -3.57405
1; 0; 0; 1; 375; -1.44668
0; 3; 0; 0; 375; -1.44668
0; 5; 0; 0; 842; -6.94365
0; 0; 1; 0; 816; -10.5884
0; 0; 5; 0; 468; -8.79639
0; 0; 2; 0; 736; -15.8891
1; 0; 0; 1; 714; -15.4303
0; 0; 5; 0; 314; -11.2953
0; 2; 0; 0; 974; -12.9324
0; 0; 2; 0; 340; -13.6473
1; 5; 0; 0; 838; -15.1838
0; 0; 3; 0; 204; -16.4424
0; 0; 4; 0; 632; -8.27695
0; 0; 1; 0; 11; -10.2084
0; 0; 2; 0; 919; -7.71265
1; 0; 0; 1; 73; -6.3594
0; 3; 0; 0; 73; -6.3594
0; 0; 3; 0; 714; -7.26508
0; 0; 2; 0; 245; -2.26477
0; 2; 0; 0; 245; -2.26477
0; 3; 0; 0; 947; -15.7473
0; 0; 3; 0; 919; -2.62819
0; 2; 0; 0; 310; -3.52246
0; 0; 5; 0; 310; -3.52246
0; 0; 1; 0; 435; -2.27569
0; 5; 0; 0; 482; -6.26081
0; 0; 1; 0; 736; -7.90008
1; 0; 0; 1; 554; -5.03898
0; 0; 4; 0; 206; -1.67459
0; 0; 1; 0; 206; -1.67459
0; 1; 0; 0; 206; -1.67459
0; 0; 2; 0; 206; -1.67459
0; 4; 0; 0; 206; -1.67459
0; 0; 5; 0; 206; -1.67459
0; 0; 5; 0; 206; -1.12988
0; 3; 0; 0; 206; -1.12988
0; 1; 0; 0; 206; -1.12988
0; 1; 0; 0; 206; -1.12988
0; 4; 0; 0; 206; -1.12988
0; 0; 4; 0; 206; -6.09908
0; 3; 0; 0; 13; -4.82292
0; 0; 5; 0; 13; -4.9704
0; 0; 3; 0; 13; -4.9704
0; 0; 3; 0; 13; -4.9704
0; 0; 3; 0; 13; -4.9704
0; 0; 4; 0; 13; -4.9704
0; 2; 0; 0; 13; -4.9704
0; 0; 1; 0; 13; -4.9704
0; 0; 1; 0; 73; -7.19296
1; 0; 0; 1; 702; -5.17509
0; 0; 1; 0; 411; -3.07377
0; 0; 2; 0; 468; 0.863363
0; 0; 5; 0; 468; 0.776272
0; 0; 1; 0; 468; 0.776272
0; 0; 2; 0; 468; 0.776272
1; 0; 0; 1; 468; 0.776272
0; 3; 0; 0; 468; 0.776272
0; 2; 0; 0; 73; -1.55724
0; 0; 4; 0; 73; -1.55724
0; 4; 0; 0; 422; -6.95693
1; 0; 2; 0; 245; -3.8342
0; 0; 1; 0; 252; -4.97593
0; 0; 5; 0; 562; -6.00021
0; 3; 0; 0; 562; -6.00021
1; 5; 0; 0; 310; -13.6992
1; 1; 0; 0; 971; -23.9646
1; 5; 0; 0; 492; -15.9191
0; 0; 4; 0; 698; -17.5165
0; 5; 0; 0; 754; -18.6336
0; 0; 3; 0; 378; -9.38234
0; 3; 0; 0; 403; -11.4326
0; 3; 0; 0; 562; -14.3659
0; 0; 5; 0; 302; -14.841
0; 3; 0; 0; 116; -7.90415
0; 0; 4; 0; 463; -14.9513
1; 3; 0; 0; 466; -3.70715
0; 0; 3; 0; 466; -3.70715
0; 5; 0; 0; 466; -3.70715
0; 0; 5; 0; 466; -3.70715
0; 0; 1; 0; 466; -3.70715
0; 5; 0; 0; 375; -8.1263
0; 0; 5; 0; 466; -4.78835
0; 3; 0; 0; 466; -4.78835
0; 0; 2; 0; 42; -8.89803
0; 3; 0; 0; 42; -8.89803
0; 0; 2; 0; 752; -5.95372
0; 0; 1; 0; 919; -4.46563
0; 2; 0; 0; 919; -4.46563
1; 0; 0; 1; 696; -8.51931
0; 5; 0; 0; 871; -15.4709
0; 0; 2; 0; 827; -8.19607
0; 1; 0; 0; 340; -6.6588
0; 1; 0; 0; 976; -14.9984
0; 0; 4; 0; 907; -10.5388
0; 1; 0; 0; 864; -7.31897
0; 1; 0; 0; 236; -10.6554
0; 4; 0; 0; 370; -3.38108
0; 3; 0; 0; 261; -6.46212
0; 4; 0; 0; 755; -3.90999
0; 3; 0; 0; 628; -5.88725
0; 0; 5; 0; 816; -4.74387
0; 3; 0; 0; 678; -3.28221
0; 4; 0; 0; 678; -3.28221
0; 4; 0; 0; 184; -5.30866
0; 4; 0; 0; 343; -4.43692
0; 2; 0; 0; 270; -8.23188
0; 2; 0; 0; 571; -4.8227
0; 5; 0; 0; 193; -8.06548
0; 0; 4; 0; 711; -17.2815
0; 3; 0; 0; 112; -5.75661
0; 3; 0; 0; 211; -9.55781
0; 3; 0; 0; 850; -7.71968
0; 2; 0; 0; 835; -8.33176
0; 0; 1; 0; 717; -8.17631
0; 3; 0; 0; 86; -4.14783
0; 0; 4; 0; 736; -11.2362
0; 0; 5; 0; 245; -9.80489
0; 0; 5; 0; 16; -5.83249
0; 0; 2; 0; 16; -5.83249
0; 0; 5; 0; 435; -5.50372
0; 0; 2; 0; 435; -5.50372
0; 0; 5; 0; 693; -5.87391
0; 0; 2; 0; 958; -2.725
0; 3; 0; 0; 206; -1.07205
0; 0; 3; 0; 375; -2.89866
0; 0; 5; 0; 850; -4.56112
0; 4; 0; 0; 205; -2.00674
0; 1; 0; 0; 86; -1.53179
0; 0; 5; 0; 86; -1.53179
0; 1; 0; 0; 695; -2.5133
0; 0; 1; 0; 816; -5.66299
0; 5; 0; 0; 752; -5.68664
0; 0; 5; 0; 822; -4.53046
0; 3; 0; 0; 466; -3.08553
0; 5; 0; 0; 466; -4.61108
1; 0; 0; 1; 497; -8.94745
0; 0; 3; 0; 958; -3.10685
0; 2; 0; 0; 245; -3.0141
0; 0; 4; 0; 962; -1.96024
1; 0; 0; 1; 962; -1.96024
0; 0; 2; 0; 461; -3.87527
0; 5; 0; 0; 206; -4.46286
0; 0; 5; 0; 867; -2.69471
0; 0; 1; 0; 867; -2.69471
0; 3; 0; 0; 571; -10.4014
1; 3; 0; 0; 291; -11.9965
0; 2; 0; 0; 926; -9.41607
0; 0; 2; 0; 345; -11.5188
0; 0; 5; 0; 622; -9.63056
0; 4; 0; 0; 789; -4.91525
0; 2; 0; 0; 696; -4.25017
0; 0; 5; 0; 398; -16.0557
0; 0; 5; 0; 10; -11.406
0; 2; 0; 0; 532; -20.2301
0; 1; 0; 0; 752; -20.3122
0; 2; 0; 0; 767; -25.0459
0; 2; 0; 0; 443; -15.7323
0; 3; 0; 0; 936; -12.4271
0; 0; 1; 0; 789; -12.4483
0; 3; 0; 0; 842; -14.0514
0; 2; 0; 0; 958; -12.2984
0; 0; 5; 0; 529; -12.165
0; 2; 0; 0; 468; -6.48656
1; 0; 2; 0; 877; -12.8096
1; 0; 0; 1; 523; -8.31378
0; 0; 1; 0; 229; -5.76319
0; 5; 0; 0; 229; -5.76319
0; 0; 3; 0; 855; -14.2101
0; 2; 0; 0; 375; -13.3845
0; 0; 2; 0; 140; -14.5566
0; 0; 5; 0; 685; -16.7811
0; 0; 4; 0; 292; -8.08678
0; 0; 1; 0; 292; -8.08678
1; 5; 0; 0; 547; -15.3563
0; 3; 0; 0; 404; -10.6188
1; 0; 0; 1; 763; -9.38499
