accepted; matrix.corr; matrix.sd; root; which.phylo; log.lik 
0; 0; 2; 0; 292; 183.683
0; 0; 1; 0; 292; 183.683
0; 3; 0; 0; 114; 182.294
0; 0; 3; 0; 879; 181.24
0; 1; 0; 0; 995; 180.064
0; 3; 0; 0; 990; 179.714
0; 0; 5; 0; 57; 177.178
0; 3; 0; 0; 387; 183.041
0; 3; 0; 0; 89; 178.296
0; 2; 0; 0; 327; 181.77
0; 0; 4; 0; 472; 182.877
0; 0; 3; 0; 472; 182.877
0; 3; 0; 0; 472; 182.877
0; 2; 0; 0; 472; 182.877
0; 0; 4; 0; 472; 182.877
0; 3; 0; 0; 472; 182.877
0; 0; 1; 0; 472; 182.877
0; 0; 2; 0; 472; 182.877
0; 0; 2; 0; 472; 182.877
0; 0; 3; 0; 472; 182.877
0; 1; 0; 0; 383; 180.402
0; 3; 0; 0; 841; 177.465
0; 0; 1; 0; 472; 181.06
1; 0; 0; 1; 61; 181.307
0; 1; 0; 0; 61; 181.307
0; 0; 2; 0; 61; 181.307
0; 0; 2; 0; 61; 181.307
0; 2; 0; 0; 114; 179.409
0; 2; 0; 0; 135; 175.521
1; 0; 0; 1; 760; 176.736
0; 0; 2; 0; 811; 178.153
0; 5; 0; 0; 811; 178.153
0; 5; 0; 0; 811; 178.153
0; 5; 0; 0; 61; 179.626
0; 0; 5; 0; 61; 179.626
0; 0; 1; 0; 61; 179.626
0; 0; 5; 0; 61; 179.626
0; 3; 0; 0; 61; 179.626
0; 5; 0; 0; 61; 179.626
0; 0; 4; 0; 383; 178.982
0; 3; 0; 0; 65; 175.41
0; 3; 0; 0; 387; 175.379
0; 5; 0; 0; 978; 175.12
0; 0; 2; 0; 722; 178.222
0; 3; 0; 0; 297; 180.178
0; 1; 0; 0; 297; 180.178
0; 3; 0; 0; 297; 180.178
0; 4; 0; 0; 60; 180.184
0; 0; 2; 0; 690; 176.433
0; 0; 5; 0; 620; 172.639
0; 0; 5; 0; 586; 178.277
0; 0; 1; 0; 586; 178.277
0; 0; 2; 0; 586; 178.277
0; 5; 0; 0; 586; 178.277
0; 4; 0; 0; 586; 178.277
0; 0; 4; 0; 292; 181.155
0; 1; 0; 0; 292; 181.155
0; 4; 0; 0; 292; 181.155
0; 4; 0; 0; 292; 181.155
0; 0; 2; 0; 292; 181.155
1; 0; 3; 0; 586; 179.902
0; 0; 3; 0; 380; 182.215
0; 4; 0; 0; 380; 182.215
0; 1; 0; 0; 380; 182.215
0; 2; 0; 0; 380; 182.215
0; 2; 0; 0; 380; 182.215
0; 5; 0; 0; 380; 182.215
0; 2; 0; 0; 380; 182.215
0; 3; 0; 0; 380; 182.215
0; 0; 3; 0; 380; 182.215
0; 2; 0; 0; 380; 182.215
0; 2; 0; 0; 586; 180.018
0; 0; 4; 0; 586; 180.018
0; 3; 0; 0; 586; 180.018
0; 0; 4; 0; 380; 182.166
0; 4; 0; 0; 380; 182.166
0; 2; 0; 0; 722; 176.237
0; 0; 2; 0; 114; 179.035
0; 0; 1; 0; 292; 179.872
1; 0; 0; 1; 292; 179.872
0; 0; 2; 0; 571; 177.752
0; 3; 0; 0; 480; 177.425
0; 0; 2; 0; 472; 177.734
0; 0; 4; 0; 114; 177.922
0; 5; 0; 0; 327; 179.496
0; 5; 0; 0; 270; 179.578
0; 0; 3; 0; 148; 175.599
0; 0; 1; 0; 710; 180.369
0; 0; 4; 0; 841; 184.809
0; 1; 0; 0; 841; 184.809
0; 3; 0; 0; 3; 180.74
0; 3; 0; 0; 574; 181.969
